cliente_codigo,cliente_nome,cliente_apelido,cliente_rg_ie,cliente_cpf_cnpj,cliente_tipo_pessoa,cliente_data_nascimento,cliente_end_cidade,cliente_end_cep,cliente_end_rua,cliente_end_numero,cliente_end_bairro,cliente_end_complemento,cliente_end_latitude,cliente_end_longitude,cliente_telefones,ponto_emails,cliente_data_cadastro,cliente_parceiro,contrato_carteira,cliente_data_adesao,cliente_data_recisao,contrato_fidelidade,contrato_valor_adesao,contrato_valor_rescisão,contrato_valor_mensal,contrato_dia_vencimento,contrato_observacoes,contrato_faturavel,contrato_tipo_faturamento,contrato_nfe2x_tipo_lancamento,contrato_end_cidade,contrato_end_cep,contrato_end_rua,contrato_end_numero,contrato_end_bairro,contrato_end_complemento,contrato_end_latitude,contrato_end_longitude,ponto_plano,ponto_nome,ponto_ppp_usuario,ponto_end_cidade,ponto_end_cep,ponto_end_rua,ponto_end_numero,ponto_end_bairro,ponto_end_complemento,ponto_end_latitude,ponto_end_longitude,ponto_data_ativacao,ponto_mac,ponto_tecnologia,ponto_serial
93,Sabrina Brown,Sabrina,99999903-5,999.999.911-57,PF,04/09/1973,Dois Vizinhos,85660000,Passarela Luan Nogueira,71,Sagrada Família,Casa,-25.7562529389716,-53.06280139825442,(46) 99999-99907,sabrina.brown@emailexemplo.com,08/06/2023,n,GalaxPay,17/06/2023,,,300.0,400,150.0,15,Cliente quer Wi-Fi potente em toda casa.,s,auto,auto,,,,,,,,,plano_100mb,Casa,sabrina.brown@meuprovedor.com.br,Dois Vizinhos,85660000,Passarela Luan Nogueira,71,Sagrada Família,Casa,-25.75417135040418,-53.067938387687576,24/06/2023,02:97:a4:94:e2:25,FTTH,FTTH962K15N4
94,Gabriel Friedman,Gabriel,99999902-3,999.999.910-76,PF,27/03/2004,Francisco Beltrão,85601000,Morro Apollo Freitas,4,Comunidade Vila Lobos,APTO,-26.060676752100893,-53.03847019412836,(46) 99999-99906,gabriel.friedman@emailexemplo.com,20/03/2023,n,Boleto Próprio,23/03/2023,,,349.9,500,200.0,15,,s,auto,auto,,,,,,,,,plano_150mb,APTO,gabriel.friedman@meuprovedor.com.br,Dois Vizinhos,85660000,Vale Cavalcante,89,Vitória,Casa,-25.748967109826065,-53.07407292436594,29/03/2023,f4:eb:9b:ca:70:c9,FTTH,FTTH828R83D1
95,Christy Higgins,Christy,99999901-1,999.999.909-32,PF,24/01/2003,Francisco Beltrão,85601000,Pátio Abreu,72,Comunidade São Pio X – Km 20,APTO,-26.02933834270896,-53.05534474331037,(46) 99999-99905,christy.higgins@emailexemplo.com,08/03/2023,n,GalaxPay,14/03/2023,,,349.9,500,200.0,13,,s,auto,auto,,,,,,,,,plano_150mb,APTO,christy.higgins@meuprovedor.com.br,Pato Branco,85660000,Fazenda de Rios,78,Santa Terezinha,Casa,-26.238037132923097,-52.68170002624876,20/03/2023,48:fe:d1:8e:79:e0,FTTH,FTTH832C37S5
96,Tiffany Turner,Tiffany,99999899-7,999.999.908-51,PF,14/04/1965,Francisco Beltrão,85601000,Loteamento Machado,63,Comunidade Rio do Mato,APTO,-26.05600070709139,-53.05518470856585,(46) 99999-99904,tiffany.turner@emailexemplo.com,10/04/2023,n,Boleto Próprio,17/04/2023,03/10/2023,,349.9,500,200.0,23,,s,auto,auto,Francisco Beltrão,85601000.0,Loteamento Machado,63.0,Comunidade Rio do Mato,APTO,-26.05600070709139,-53.05518470856585,plano_150mb,APTO,tiffany.turner@meuprovedor.com.br,Francisco Beltrão,85660000,Chácara Clara Nunes,89,São Francisco de Assis,Casa,-26.087210562592325,-53.03874235577923,23/04/2023,32:4b:e4:a0:b3:47,FTTH,FTTH895W62W1
97,Devin Howard,Devin,99999898-5,999.999.907-70,PF,13/04/1965,Francisco Beltrão,85601000,Praia Lucas Gabriel Viana,87,Bairro Novo Mundo,Casa,-26.064647896094705,-53.07925316056568,(46) 99999-99903,devin.howard@emailexemplo.com,16/03/2023,n,EFÍ,25/03/2023,,,349.9,500,200.0,12,,s,auto,auto,,,,,,,,,plano_150mb,Casa,devin.howard@meuprovedor.com.br,Francisco Beltrão,85601000,Praia Lucas Gabriel Viana,87,Bairro Novo Mundo,Casa,-26.06466726358201,-53.07991501467301,29/03/2023,b8:14:90:d6:2c:75,FTTH,FTTH923G70P6
98,Michele Wright,Michele,99999897-3,999.999.906-90,PF,11/01/2002,Pato Branco,85501000,Campo Ana Beatriz Marques,368,Amadori,APTO,-52.6751198369168,-26.196188018752053,(46) 99999-99902,michele.wright@emailexemplo.com,13/01/2023,n,Boleto Próprio,20/01/2023,,,189.9,700,299.9,13,,s,auto,auto,,,,,,,,,plano_300mb,APTO,michele.wright@meuprovedor.com.br,Pato Branco,85501000,Campo Ana Beatriz Marques,368,Amadori,APTO,-26.196188018752053,-52.6751198369168,22/01/2023,de:8a:9e:95:d9:18,FTTH,FTTH318D73Y4
99,Derek Frost,Derek,99999896-1,999.999.905-09,PF,21/04/1975,Dois Vizinhos,85660000,Vereda de da Cunha,496,Alto da Colina,APTO,-25.759628649547867,-53.0336901422555,(46) 99999-99901,derek.frost@emailexemplo.com,02/03/2023,n,EFÍ,12/03/2023,,17.0,300.0,400,150.0,19,Cliente espera um roteador moderno na instalação.,n,manual,manual,,,,,,,,,plano_100mb,APTO,derek.frost@meuprovedor.com.br,Pato Branco,85660000,Trecho de Viana,68,Parque do Som,Casa,-26.23529469661484,-52.65120287836466,16/03/2023,68:0f:11:47:2f:d4,FTTH,FTTH447E62F2
100,Andrea Pena,Andrea,99999894-8,999.999.904-28,PF,14/12/1963,Dois Vizinhos,85660000,Trecho Nogueira,5,São Francisco de Assis,APTO,-25.73984152061741,-53.06819016319003,(46) 99999-99900,andrea.pena@emailexemplo.com,16/04/2023,n,EFÍ,24/04/2023,,,300.0,400,150.0,18,,s,auto,auto,,,,,,,,,plano_100mb,APTO,andrea.pena@meuprovedor.com.br,Dois Vizinhos,85660000,Trecho Nogueira,5,São Francisco de Assis,APTO,-25.744322249400657,-53.067499216281526,26/04/2023,cc:47:b2:30:43:91,FTTH,FTTH017X75F9
101,Brian Walter,Brian,99999893-6,999.999.903-47,PF,31/08/1959,Dois Vizinhos,85660000,Viaduto da Costa,311,Centro,Casa,-25.74188367401223,-53.070203368831706,(46) 99999-99899,brian.walter@emailexemplo.com,03/01/2023,n,Boleto Próprio,13/01/2023,,,300.0,400,150.0,11,,s,auto,auto,,,,,,,,,plano_100mb,Casa,brian.walter@meuprovedor.com.br,Pato Branco,85660000,Rodovia Davi Luiz Sá,29,Pinheirinho,Casa,-26.245872602659784,-52.68319014925061,16/01/2023,06:6c:e6:e5:08:bd,FTTH,FTTH144G74X7
102,Tyler Thomas,Tyler,99999892-4,999.999.902-66,PF,05/03/1967,Dois Vizinhos,85660000,Viela Isaac Montenegro,193,Jardim da Colina,APTO,-25.73470240158818,-53.08776228048276,(46) 99999-99898,tyler.thomas@emailexemplo.com,21/03/2023,n,Boleto Próprio,28/03/2023,,,300.0,400,150.0,14,,s,auto,auto,,,,,,,,,plano_100mb,APTO,tyler.thomas@meuprovedor.com.br,Pato Branco,85660000,Passarela Lunna Martins,2,São Cristóvão,APTO,-26.269823058986844,-52.69288217354132,30/03/2023,66:c5:98:75:9f:af,FTTH,FTTH211S01F2
103,Erin Fox,Erin,99999891-2,999.999.901-85,PF,28/10/1961,Dois Vizinhos,85660000,Avenida Enzo Gabriel Ribeiro,362,Jardim da Colina,Casa,-25.72804754879061,-53.05539894772637,(46) 99999-99897,erin.fox@emailexemplo.com,07/01/2023,n,EFÍ,15/01/2023,,,300.0,400,150.0,21,Cliente quer Wi-Fi potente em toda casa.,s,auto,auto,,,,,,,,,plano_100mb,Casa,erin.fox@meuprovedor.com.br,Dois Vizinhos,85660000,Passarela Leandro Silva,39,São Judas Tadeu,Casa,-25.74960120168195,-53.04816968127769,18/01/2023,2a:fd:db:94:a4:24,FTTH,FTTH871I92M6
104,Luis Warner,Luis,99999890-0,999.999.900-02,PF,15/02/1999,Pato Branco,85501000,Rodovia da Rocha,38,Bortot,APTO,-26.21152239894549,-52.67682606348754,(46) 99999-99896,luis.warner@emailexemplo.com,23/05/2023,n,GalaxPay,26/05/2023,,,189.9,700,299.9,10,Cliente quer saber antes de qualquer manutenção na rede.,s,auto,auto,,,,,,,,,plano_300mb,APTO,luis.warner@meuprovedor.com.br,Pato Branco,85501000,Rodovia da Rocha,38,Bortot,APTO,-26.20937702142893,-52.67524633059805,28/05/2023,b0:28:9b:9a:c1:a0,FTTH,FTTH435Y03U8
105,Chase Mata,Chase,99999889-4,999.999.899-26,PF,31/12/1982,Francisco Beltrão,85601000,Viaduto de Gonçalves,67,Comunidade Rio Tuna,Casa,-26.05052581749031,-53.03688731941119,(46) 99999-99895,chase.mata@emailexemplo.com,04/05/2023,n,Boleto Próprio,07/05/2023,,,349.9,500,200.0,13,Cliente quer ajuda 24/7 para resolver problemas de conexão.,s,auto,auto,,,,,,,,,plano_150mb,Casa,chase.mata@meuprovedor.com.br,Pato Branco,85660000,Parque Isaque da Cruz,26,Alto da Glória,Casa,-26.23039553884268,-52.717846135230666,09/05/2023,cc:5d:d0:3b:52:dc,FTTH,FTTH838S42B2
106,Jasmine Collins,Jasmine,99999888-2,999.999.898-45,PF,07/12/1979,Francisco Beltrão,85601000,Colônia da Conceição,5,Comunidade Assentamento Missões,APTO,-26.006944285427693,-53.0806980720116,(46) 99999-99894,jasmine.collins@emailexemplo.com,15/04/2023,n,GalaxPay,25/04/2023,,13.0,349.9,500,200.0,23,,n,manual,manual,,,,,,,,,plano_150mb,APTO,jasmine.collins@meuprovedor.com.br,Francisco Beltrão,85601000,Colônia da Conceição,5,Comunidade Assentamento Missões,APTO,-26.007357439057166,-53.07828904181369,02/05/2023,18:0c:78:33:66:00,RADIO,
107,Mark Vargas,Mark,99999887-0,999.999.897-64,PF,17/04/1997,Francisco Beltrão,85601000,Fazenda Melo,6,Bairro Marrecas,Casa,-26.080558611192505,-53.0729265211464,(46) 99999-99893,mark.vargas@emailexemplo.com,08/04/2023,n,Santander,10/04/2023,,,349.9,500,200.0,20,Cliente quer Wi-Fi potente em toda casa.,s,auto,auto,,,,,,,,,plano_150mb,Casa,mark.vargas@meuprovedor.com.br,Francisco Beltrão,85601000,Fazenda Melo,6,Bairro Marrecas,Casa,-26.077310853490005,-53.07087496269919,17/04/2023,1c:e3:52:08:27:a2,FTTH,FTTH617C98X4
108,Kimberly Gonzalez,Kimberly,99999886-9,999.999.896-83,PF,14/11/1995,Dois Vizinhos,85660000,Esplanada da Costa,224,Sagrada Família,APTO,-25.76124340687509,-53.03291217973259,(46) 99999-99892,kimberly.gonzalez@emailexemplo.com,05/04/2023,n,EFÍ,09/04/2023,,,300.0,400,150.0,7,Cliente quer Wi-Fi potente em toda casa.,s,auto,auto,,,,,,,,,plano_100mb,APTO,kimberly.gonzalez@meuprovedor.com.br,Dois Vizinhos,85660000,Lago Ana Cecília Brito,49,Da Luz,APTO,-25.73454270280363,-53.0544842043104,13/04/2023,6c:4d:ef:4e:1e:87,FTTH,FTTH650E67K2
109,Amanda Evans,Amanda,99999885-7,999.999.895-00,PF,19/05/1996,Dois Vizinhos,85660000,Viaduto Câmara,4,Esperança,APTO,-25.75530329428071,-53.07156421230432,(46) 99999-99891,amanda.evans@emailexemplo.com,06/01/2023,n,Boleto Próprio,15/01/2023,,,300.0,400,150.0,5,Cliente espera um roteador moderno na instalação.,s,auto,auto,,,,,,,,,plano_100mb,APTO,amanda.evans@meuprovedor.com.br,Dois Vizinhos,85660000,Viaduto Câmara,4,Esperança,APTO,-25.75698263992025,-53.07388364940693,22/01/2023,7a:ef:50:9d:f8:9f,FTTH,FTTH295T39V5
110,Benjamin Becker,Benjamin,99999884-5,999.999.894-11,PF,07/07/1978,Dois Vizinhos,85660000,Feira de Cirino,71,Santo Antônio,APTO,-25.76836264276901,-53.06046714488857,(46) 99999-99890,benjamin.becker@emailexemplo.com,23/04/2023,n,Boleto Próprio,23/04/2023,,,300.0,400,150.0,6,,s,auto,auto,Dois Vizinhos,85660000.0,Feira de Cirino,71.0,Santo Antônio,APTO,-25.77347278133812,-53.0859543283083,plano_100mb,APTO,benjamin.becker@meuprovedor.com.br,Dois Vizinhos,85660000,Feira de Cirino,71,Santo Antônio,APTO,-25.76468776819308,-53.057289128789925,30/04/2023,e2:50:7a:07:7c:f4,FTTH,FTTH818O43M5
111,Mackenzie Palmer,Mackenzie,99999883-3,999.999.893-30,PF,26/12/1983,Francisco Beltrão,85601000,Estrada Cirino,47,Comunidade Volta Grande,Casa,-26.009776258762628,-53.05260583679652,(46) 99999-99889,mackenzie.palmer@emailexemplo.com,04/03/2023,n,EFÍ,09/03/2023,,,349.9,500,200.0,19,Cliente sugere avaliar a qualidade de vez em quando.,s,auto,auto,,,,,,,,,plano_150mb,Casa,mackenzie.palmer@meuprovedor.com.br,Francisco Beltrão,85601000,Estrada Cirino,47,Comunidade Volta Grande,Casa,-26.01652503824956,-53.05073981537024,12/03/2023,fa:c1:c2:8e:56:d0,FTTH,FTTH587J16N0
112,Carly Mccoy,Carly,99999882-1,999.999.892-50,PF,26/10/1962,Pato Branco,85501000,Jardim Monteiro,75,São Roque,APTO,-26.25594245342859,-52.69406381573388,(46) 99999-99888,carly.mccoy@emailexemplo.com,15/05/2023,n,Santander,25/05/2023,,,189.9,700,299.9,22,,s,auto,auto,,,,,,,,,plano_300mb,APTO,carly.mccoy@meuprovedor.com.br,Pato Branco,85501000,Jardim Monteiro,75,São Roque,APTO,-26.259764900451557,-52.69513074935022,01/06/2023,8a:34:c3:78:ce:17,FTTH,FTTH810T28X1
113,Fernando Mata,Fernando,99999880-8,999.999.891-79,PF,06/04/1956,Dois Vizinhos,85660000,Morro Novais,9,Centro,APTO,-25.77162076600456,-53.0697332247819,(46) 99999-99887,fernando.mata@emailexemplo.com,12/05/2023,n,GalaxPay,14/05/2023,,,300.0,400,150.0,16,,s,auto,auto,Dois Vizinhos,85660000.0,Morro Novais,9.0,Centro,APTO,-25.77162076600456,-53.0697332247819,plano_100mb,APTO,fernando.mata@meuprovedor.com.br,Dois Vizinhos,85660000,Largo de Alves,56,Santo Antônio,APTO,-25.762062434751893,-53.05502005253915,20/05/2023,9a:fa:db:9d:03:78,FTTH,FTTH239Y67F0
114,Ricky Pham,Ricky,99999879-1,999.999.890-98,PF,06/07/1975,Francisco Beltrão,85601000,Recanto de Lopes,8,Comunidade Vila Lobos,APTO,-26.08759820719858,-53.05193231122365,(46) 99999-99886,ricky.pham@emailexemplo.com,19/06/2023,n,GalaxPay,21/06/2023,10/11/2023,,349.9,500,200.0,15,,s,auto,auto,,,,,,,,,plano_150mb,APTO,ricky.pham@meuprovedor.com.br,Pato Branco,85660000,Conjunto Zoe Porto,18,São Vicente,APTO,-26.245625132852258,-52.6705560450001,24/06/2023,c6:75:89:d5:23:99,FTTH,FTTH133Q60P7
115,Linda Jennings,Linda,99999877-8,999.999.889-54,PF,27/01/1972,Francisco Beltrão,85601000,Área Emanuel Rodrigues,66,Bairro Miniguaçu,Casa,-26.070384407966305,-53.035722198663215,(46) 99999-99885,linda.jennings@emailexemplo.com,11/02/2023,n,Boleto Próprio,18/02/2023,,,349.9,500,200.0,8,"Cliente precisa de velocidade constante, sem quedas.",s,auto,auto,Francisco Beltrão,85601000.0,Área Emanuel Rodrigues,66.0,Bairro Miniguaçu,Casa,-26.0839856232613,-53.053280845981234,plano_150mb,Casa,linda.jennings@meuprovedor.com.br,Francisco Beltrão,85601000,Área Emanuel Rodrigues,66,Bairro Miniguaçu,Casa,-26.06254440950652,-53.0330228113228,23/02/2023,92:80:1e:29:c9:62,FTTH,FTTH603F45M3
116,Megan Todd,Megan,99999876-6,999.999.888-73,PF,16/04/1985,Pato Branco,85501000,Quadra Sousa,70,Pagnoncelli,Casa,-26.22650691000685,-52.691454541736974,(46) 99999-99884,megan.todd@emailexemplo.com,01/01/2023,n,GalaxPay,10/01/2023,07/05/2023,,189.9,700,299.9,17,,s,auto,auto,,,,,,,,,plano_300mb,Casa,megan.todd@meuprovedor.com.br,Pato Branco,85501000,Quadra Sousa,70,Pagnoncelli,Casa,-26.2212415351176,-52.6930280792912,15/01/2023,a4:ed:ce:24:75:95,FTTH,FTTH472J33G6
117,Crystal West,Crystal,99999875-4,999.999.887-92,PF,30/09/1966,Pato Branco,85501000,Largo Pedro Miguel Gonçalves,97,Centro,APTO,-26.23257041822733,-52.676523063672064,(46) 99999-99883,crystal.west@emailexemplo.com,11/06/2023,n,GalaxPay,15/06/2023,,,189.9,700,299.9,14,,s,auto,auto,Pato Branco,85501000.0,Largo Pedro Miguel Gonçalves,97.0,Centro,APTO,-26.263064730969297,-52.65701006675293,plano_300mb,APTO,crystal.west@meuprovedor.com.br,Pato Branco,85501000,Largo Pedro Miguel Gonçalves,97,Centro,APTO,-26.229008354025048,-52.669925361326186,17/06/2023,aa:4e:be:ca:82:e8,FTTH,FTTH231X50K0
118,Susan Gardner,Susan,771.50622-45,00.099.999/9886-61,PJ,23/03/2001,Dois Vizinhos,85660000,Rodovia Cassiano,32,Sagrada Família,Loja,-25.761624913127925,-53.06275230734767,(46) 99999-99882,susan.gardner@emailexemplo.com,18/02/2023,n,EFÍ,20/02/2023,,,300.0,400,150.0,11,"Cliente precisa de velocidade constante, sem quedas.",s,auto,auto,,,,,,,,,plano_100mb,Loja,susan.gardner@meuprovedor.com.br,Dois Vizinhos,85660000,Rodovia Cassiano,32,Sagrada Família,Loja,-25.757477661933123,-53.069150429508426,26/02/2023,b0:3a:1f:3b:76:f1,FTTH,FTTH908J25N2
119,Ashley Shannon DVM,Ashley,99999874-2,999.999.886-01,PF,23/02/1970,Francisco Beltrão,85601000,Pátio Caldeira,58,Comunidade São João,APTO,-26.09072627542588,-53.11044520092235,(46) 99999-99881,ashley.shannon.dvm@emailexemplo.com,05/01/2023,n,Santander,11/01/2023,,,349.9,500,200.0,19,,s,auto,auto,,,,,,,,,plano_150mb,APTO,ashley.shannon.dvm@meuprovedor.com.br,Francisco Beltrão,85601000,Pátio Caldeira,58,Comunidade São João,APTO,-26.089081931178228,-53.10992346644369,14/01/2023,64:32:e4:6f:76:93,RADIO,
120,Regina Anderson,Regina,99999873-0,999.999.885-20,PF,26/04/1955,Pato Branco,85501000,Parque de Montenegro,2,São Vicente,APTO,-26.240610819734364,-52.67154231315841,(46) 99999-99880,regina.anderson@emailexemplo.com,08/02/2023,n,Santander,11/02/2023,30/07/2023,,189.9,700,299.9,24,Cliente sugere avaliar a qualidade de vez em quando.,s,auto,auto,,,,,,,,,plano_300mb,APTO,regina.anderson@meuprovedor.com.br,Pato Branco,85501000,Parque de Montenegro,2,São Vicente,APTO,-26.24053660595998,-52.67462289153249,13/02/2023,7a:91:8f:4e:de:aa,FTTH,FTTH279G37J6
121,Patricia Nichols,Patricia,99999872-9,999.999.884-40,PF,12/02/1991,Dois Vizinhos,85660000,Condomínio Nina Leão,20,Santo Antônio,APTO,-25.768164465396023,-53.05496062290201,(46) 99999-99879,patricia.nichols@emailexemplo.com,04/04/2023,n,Santander,08/04/2023,,15.0,300.0,400,150.0,16,,n,manual,outro,,,,,,,,,plano_100mb,APTO,patricia.nichols@meuprovedor.com.br,Dois Vizinhos,85660000,Condomínio Nina Leão,20,Santo Antônio,APTO,-25.768716145488604,-53.05532114597543,10/04/2023,68:95:46:32:11:00,FTTH,FTTH221W96E0
122,Martha Sanders,Martha,99999871-7,999.999.883-69,PF,19/12/1991,Pato Branco,85501000,Rodovia Abreu,78,Dall Ross,APTO,-26.2452372369222,-52.69750232515173,(46) 99999-99878,martha.sanders@emailexemplo.com,25/06/2023,n,GalaxPay,03/07/2023,,,189.9,700,299.9,22,,s,auto,auto,,,,,,,,,plano_300mb,APTO,martha.sanders@meuprovedor.com.br,Pato Branco,85501000,Rodovia Abreu,78,Dall Ross,APTO,-26.246270914509108,-52.69612887685244,08/07/2023,c4:e6:51:78:53:57,FTTH,FTTH551B96G4
123,Cassandra Downs,Cassandra,99999870-5,999.999.882-88,PF,08/01/2006,Dois Vizinhos,85660000,Colônia Mendonça,9,São Francisco Xavier,Casa,-25.73892461815202,-53.05272204724742,(46) 99999-99877,cassandra.downs@emailexemplo.com,17/05/2023,n,EFÍ,20/05/2023,,,300.0,400,150.0,21,,s,auto,auto,Dois Vizinhos,85660000.0,Colônia Mendonça,9.0,São Francisco Xavier,Casa,-25.73892461815202,-53.05272204724742,plano_100mb,Casa,cassandra.downs@meuprovedor.com.br,Pato Branco,85660000,Esplanada de Andrade,47,Pagnoncelli,APTO,-26.222862733218467,-52.69182557376917,23/05/2023,48:3a:28:0e:46:df,FTTH,FTTH081C49N2
124,Caleb Wall,Caleb,670.51445-57,00.099.999/9881-57,PJ,29/07/1969,Dois Vizinhos,85660000,Ladeira de Porto,712,Jardim Marcante,Loja,-25.740237811522267,-53.06847993686164,(46) 99999-99876,caleb.wall@emailexemplo.com,07/04/2023,s,Boleto Próprio,09/04/2023,,,300.0,400,150.0,24,,s,auto,auto,,,,,,,,,plano_100mb,Loja,caleb.wall@meuprovedor.com.br,Dois Vizinhos,85660000,Ladeira de Porto,712,Jardim Marcante,Loja,-25.73495763628381,-53.071461768242905,16/04/2023,ce:f2:94:9d:c0:44,FTTH,FTTH299Y44F2
125,Scott Curry MD,Scott,99999869-9,999.999.881-05,PF,06/07/1967,Francisco Beltrão,85601000,Avenida Noah Sousa,63,Bairro Centro,APTO,-26.07722070371008,-53.048614713119285,(46) 99999-99875,scott.curry.md@emailexemplo.com,12/06/2023,n,Boleto Próprio,14/06/2023,,,349.9,500,200.0,20,,s,auto,auto,,,,,,,,,plano_150mb,APTO,scott.curry.md@meuprovedor.com.br,Francisco Beltrão,85601000,Avenida Noah Sousa,63,Bairro Centro,APTO,-26.083250996062414,-53.04997874318448,21/06/2023,5c:fc:93:49:11:d4,FTTH,FTTH241C64I1
126,Jacob Bowman,Jacob,99999868-7,999.999.880-16,PF,19/12/1988,Dois Vizinhos,85660000,Campo Novais,97,Das Torres,APTO,-25.741938227455453,-53.0556062667174,(46) 99999-99874,jacob.bowman@emailexemplo.com,02/05/2023,n,GalaxPay,04/05/2023,,5.0,300.0,400,150.0,7,,n,manual,manual,,,,,,,,,plano_100mb,APTO,jacob.bowman@meuprovedor.com.br,Dois Vizinhos,85660000,Campo Novais,97,Das Torres,APTO,-25.73874141779177,-53.05247620450342,10/05/2023,dc:55:a0:72:4f:b4,FTTH,FTTH966T51A2
127,Linda Mueller,Linda,99999867-5,999.999.879-82,PF,21/02/1955,Pato Branco,85501000,Distrito Gomes,24,Cristo Rei,Casa,-26.2483476970176,-52.67202493247854,(46) 99999-99873,linda.mueller@emailexemplo.com,01/06/2023,n,EFÍ,02/06/2023,,,189.9,700,299.9,12,,s,auto,auto,,,,,,,,,plano_300mb,Casa,linda.mueller@meuprovedor.com.br,Pato Branco,85501000,Distrito Gomes,24,Cristo Rei,Casa,-26.24619647560318,-52.674794910338605,06/06/2023,72:8b:6a:31:e3:19,FTTH,FTTH838V78K1
128,Lori Johnson,Lori,99999866-3,999.999.878-00,PF,14/10/1956,Pato Branco,85501000,Aeroporto de Pires,22,Parque do Som,APTO,-26.231848052589942,-52.64918891004807,(46) 99999-99872,lori.johnson@emailexemplo.com,15/03/2023,n,Boleto Próprio,17/03/2023,,,189.9,700,299.9,10,,s,auto,auto,,,,,,,,,plano_300mb,APTO,lori.johnson@meuprovedor.com.br,Pato Branco,85501000,Aeroporto de Pires,22,Parque do Som,APTO,-26.23408301127897,-52.65119855061783,22/03/2023,88:23:98:2e:2c:13,FTTH,FTTH679E86A9
129,Sherri Wilson DDS,Sherri,99999865-1,999.999.877-10,PF,04/07/1994,Dois Vizinhos,85660000,Núcleo Raquel Pires,211,Jardim da Colina,APTO,-25.730175850765463,-53.07054635054261,(46) 99999-99871,sherri.wilson.dds@emailexemplo.com,10/06/2023,n,EFÍ,15/06/2023,,,300.0,400,150.0,21,,s,auto,auto,,,,,,,,,plano_100mb,APTO,sherri.wilson.dds@meuprovedor.com.br,Dois Vizinhos,85660000,Núcleo Raquel Pires,211,Jardim da Colina,APTO,-25.729715900865116,-53.069069918066056,22/06/2023,08:11:30:89:a8:f0,FTTH,FTTH720L75P8
130,Kathryn Weaver,Kathryn,99999863-8,999.999.876-30,PF,09/09/1967,Dois Vizinhos,85660000,Rodovia Moraes,45,Centro,APTO,-25.74611238667657,-53.05500739738917,(46) 99999-99870,kathryn.weaver@emailexemplo.com,16/04/2023,n,Santander,25/04/2023,,17.0,300.0,400,150.0,10,Cliente espera um roteador moderno na instalação.,n,manual,manual,,,,,,,,,plano_100mb,APTO,kathryn.weaver@meuprovedor.com.br,Dois Vizinhos,85660000,Rodovia Moraes,45,Centro,APTO,-25.747699031318422,-53.05341806983407,29/04/2023,90:4a:1a:b0:0c:c2,FTTH,FTTH183E57J1
131,Jason Oconnor,Jason,99999862-6,999.999.875-59,PF,26/07/1961,Dois Vizinhos,85660000,Avenida Pastor,368,São Judas Tadeu,APTO,-25.74933642653683,-53.04962764974415,(46) 99999-99869,jason.oconnor@emailexemplo.com,16/01/2023,n,Boleto Próprio,17/01/2023,,,300.0,400,150.0,24,,s,auto,auto,,,,,,,,,plano_100mb,APTO,jason.oconnor@meuprovedor.com.br,Dois Vizinhos,85660000,Avenida Pastor,368,São Judas Tadeu,APTO,-25.749920686714383,-53.04983709306532,21/01/2023,5a:96:64:05:0a:0d,FTTH,FTTH067A90G0
132,Eric Burke IV,Eric,99999861-4,999.999.874-78,PF,15/11/1997,Dois Vizinhos,85660000,Recanto Pinto,89,Santa Luzia,Casa,-25.75632171831701,-53.07750708644849,(46) 99999-99868,eric.burke.iv@emailexemplo.com,23/03/2023,n,GalaxPay,30/03/2023,,,300.0,400,150.0,18,Cliente pensa em adicionar TV ou telefone depois.,s,auto,auto,,,,,,,,,plano_100mb,Casa,eric.burke.iv@meuprovedor.com.br,Dois Vizinhos,85660000,Recanto Pinto,89,Santa Luzia,Casa,-25.75711851089756,-53.07905094036958,02/04/2023,a6:cf:30:98:d0:48,FTTH,FTTH454M43G1
133,Kimberly Rhodes,Kimberly,99999860-2,999.999.873-97,PF,27/08/1974,Francisco Beltrão,85601000,Viela Thomas Teixeira,823,Comunidade Vila Lobos,Casa,-26.08080848097965,-53.03335826031632,(46) 99999-99867,kimberly.rhodes@emailexemplo.com,21/03/2023,n,Santander,23/03/2023,,,349.9,500,200.0,12,,s,auto,auto,Francisco Beltrão,85601000.0,Viela Thomas Teixeira,823.0,Comunidade Vila Lobos,Casa,-26.08080848097965,-53.03335826031632,plano_150mb,Casa,kimberly.rhodes@meuprovedor.com.br,Dois Vizinhos,85660000,Praça de Ferreira,26,Centro Sul,APTO,-25.75760383195504,-53.057386332137256,29/03/2023,70:4d:e7:a2:73:7e,FTTH,FTTH121J40K9
134,Jacob David,Jacob,99999859-6,999.999.872-06,PF,21/12/1983,Pato Branco,85501000,Vereda Dias,19,Planalto,APTO,-26.20715345352512,-52.65240328610171,(46) 99999-99866,jacob.david@emailexemplo.com,13/03/2023,n,Boleto Próprio,18/03/2023,,,189.9,700,299.9,18,,s,auto,auto,,,,,,,,,plano_300mb,APTO,jacob.david@meuprovedor.com.br,Dois Vizinhos,85660000,Rodovia Casa Grande,9,São Francisco Xavier,APTO,-25.754500232827404,-53.04933253201097,21/03/2023,ec:4d:82:e0:26:de,FTTH,FTTH867H71M0
